stance; tweet; _1; _2; _3
AGAINST; msnbc lawrence joe biden sen sanders we love joe and bernie but they are too old they would end up a # one term # president;;;
AGAINST; her name is rio and she dances in the sanaa a a and ! ! ! who ooo ! ! # t cot #;;;
AGAINST; robben t ly jonah n ro bernie sanders hillary campaign will shortly announce that sanders was born in canada yeah that 's it;;;
AGAINST; bill clinton decided against taking out bin laden and we got september 11 , 2001;;;
AGAINST; politico yawn zzz zzz zz zzz zzz could keep the z 's going for the full amt of tweet characters but you get the point;;;
AGAINST; the democrats are not creating al qaeda , they are creating a nuclear isis think about that;;;
AGAINST; kind of scares me that there are still thousands of emails that have not been released from hillary 's private emails;;;
AGAINST; # the donald # ca n't keep a beauty pageant afloat and wants to be the president ? aw , hell no;;;
AGAINST; you know email gate must be going nowhere when fox news are hashing out the bosnia ' sniper fire ' story again;;;
AGAINST; big booty bitches big big booty bitches;;;
AGAINST; maddow i love bern , but it 's not his time !;;;
AGAINST; it 's what 's best for business and presidential seat for # hillary clinton #;;;
AGAINST; it 's great that jeb bush supports gmo crops it 's like the it skepticism all over again science versus belief # jeb bush #;;;
AGAINST; folks , this is what happens when liberals are in control ! all hell breaks loose ! had enough yet ?;;;
AGAINST; if you need me i 'll be screaming like a little baby from now until about ten minutes after hillary clinton arrives in # p town #;;;
AGAINST; the biggest dumps of bad info is before a holiday weekend what comes out of wh and state dept today ? # hillary emails # # liar liar #;;;
AGAINST; leader of free world global navigating interacting with the international community beyond big crowds learned lesson;;;
AGAINST; those are n't pantsuits they are camouflage outfits carefully tailored to minimize silhouette think stealth suits very high tech;;;
AGAINST; just ordered my c hillary clinton koo zi es got to support the team;;;
AGAINST; we ca n't expect change if we continue to vote for the same people you have to take a chance 4 yrs is not that long # bernie 2016 #;;;
AGAINST; real donald trump not good when only ann coulter defends you your big mouth giant ego are your downfall # stupid is as stupid does #;;;
AGAINST; hillary must have been at the navy yard , under sniper fire !;;;
AGAINST; j w 4 hillary mr dane 1982 i choose it takes a village !;;;
AGAINST; mizer ello meet the press at least he did n't lose an embassy , cover up a murder , or burn govt emails;;;
AGAINST; # hillary # has been lying for so long that her first fib was in morse code # hill no 2016 #;;;
FAVOR; everyday americans and their families need a champion and hillary will be that champion;;;
FAVOR; everyday americans and their families need a champion and hillary will be that champion;;;
AGAINST; # i need men in is t # because hillary clinton is running for president do i need to say more ?;;;
AGAINST; cruz perry 2016 ted cruz governor perry it 's the only win win choice;;;
NONE; # cpc # thinks they can run antisocial personal attack advertising on # social media # ! laughing out loud ! # cd n poli # # stop harper # # feel the bern # # fn poli #;;;
NONE; cbs this morning bernie sanders had record crowds in madison wis why no mention from you guys you talked about trump # trump #;;;
FAVOR; was asked by hillary clinton to help with her campaign gladly ( excitedly ) accepted !;;;
FAVOR; was asked by hillary clinton to help with her campaign gladly ( excitedly ) accepted !;;;
FAVOR; hillary for i a come on , iowa ! for better usa and the row;;;
FAVOR; hillary for i a come on , iowa ! for better usa and the row;;;
AGAINST; pundits say jim webb facing uphill battle with hillary really , it 's with bernie for the anti hillary vote # jim webb #;;;
NONE; exciting to hear more about our fellows all across the country on tonight 's call special shout out to the # fellows i a #;;;
FAVOR; anita finlay politico hillary 's doing the right thing staying focus on her campaign;;;
FAVOR; anita finlay politico hillary 's doing the right thing staying focus on her campaign;;;
AGAINST; chicago tribune # ayy yl mao # do # democrats # other # liberals # realize no one wants # hillary clinton # which is # obama nation # too 0 ?;;;
NONE; bethel jd thanks for the follow david , may god bless you and your family # free all four #;;;
AGAINST; network citizen proud infidel 33 young b lk re pub hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud #;;;
AGAINST; sun belt girl 9975 ts bob wilson n hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # stop hillary 2016 #;;;
AGAINST; wooden threat proud infidel 33 hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud #;;;
AGAINST; kin 2 souls sun belt girl christi chat hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud #;;;
AGAINST; red state jake hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
AGAINST; ger finger pok en why is this woman like teflon ? she has committed enough egregious crimes she should b super glued 2 the dang wall !;;;
AGAINST; ba bbs girl 2 hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
AGAINST; resist tyranny hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
AGAINST; we know what s best hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
FAVOR; randy pri ne fabia cea e they know they 're going to lose to hrc so they keep trying !;;;
FAVOR; randy pri ne fabia cea e they know they 're going to lose to hrc so they keep trying !;;;
AGAINST; real donald trump hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
AGAINST; if you support hillary clinton you are supporting another term of the policies of george with bush # democrats # # me politics #;;;
NONE; shy buffy welcome little sister ! love you !;;;
AGAINST; politico annie karn i hillary clinton ca n't even manage bill clinton she wants to be potus # wake up america # # stop hillary 2016 #;;;
AGAINST; o reilly factor hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
AGAINST; fox news hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
AGAINST; politico hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
FAVOR; another # hillary # supporter committed to caucus tonight ! one more step on the way to winning the iowa caucus;;;
FAVOR; another # hillary # supporter committed to caucus tonight ! one more step on the way to winning the iowa caucus;;;
AGAINST; time n out hillary clinton ca n't even manage bill clinton and she wants to be potus # laughing out loud # # wake up america # # stop hillary 2016 #;;;
NONE; so thankful for all of the volunteers who joined us at bliss studio in fairfield tonight ! # rock stars #;;;
AGAINST; the most revealing part about hillary 's released emails is that they 're pretty much as boring as mine # no friends #;;;
NONE; frank craig sk zd a limit if you 're the best your side has to offer , we have nothing to worry about , slick;;;
NONE; ram 0018 joan walsh salon bree new some chris l hayes without the blacks and minority voters ? no , wo n't happen !;;;
NONE; popcorn reel joan walsh sen sanders bernie sanders he is what he is and it does n't resonate with minority and black voters !;;;
AGAINST; awad golf cross bearer 1956 scott sax man 1 this is why i'm not voting for hillary;;;
NONE; fox news politics not even a little bit ! ! ! # n obama # # we miss you gi pper #;;;
AGAINST; # putin # , # nothing more american than # voting based for a politician to lead the country when she ca n't even handle email # think #;;;
AGAINST; # putin # , # nothing more american than # voting for a politician to lead the country when she ca n't even handle email # think #;;;
NONE; too people that are surprising ? trump fiorina why ? cause they 're being honest with what they think obama built that;;;
NONE; so we 're to believe that santa is a hairstylist ? um okay you often need code for that # lies #;;;
NONE; jimmy fallon music playing thank you # donald trump # for driving latinos and gays out to vote by the millions love ,;;;
NONE; o reilly factor who gives a rate ass what a old queen has to say about clarence thomas ?;;;
FAVOR; so excited to hear hillary clinton speak here at dartmouth in # hanover # # hillary in nh # hillary for nh;;;
FAVOR; so excited to hear hillary clinton speak here at dartmouth in # hanover # # hillary in nh # hillary for nh;;;
AGAINST; # hillary in nh # is like adolph hitler in a synagogue # t cot # # unite blue # # ctot #;;;
NONE; ered 604 welcome too twitter proud to be # unite blue # # war on women # # world peace # # tn gov # # tn # # social justice # # all lives matter # # unity #;;;
FAVOR; volunteer with your local campaign this weekend ! help build team hillary march with us in bethesda ! adam park home n ko # md #;;;
FAVOR; volunteer with your local campaign this weekend ! help build team hillary march with us in bethesda ! adam park home n ko # md #;;;
NONE; did n't think about that do n't think i 'd ever vote for someone with dual citizenship ca n't believe it 's legal # bernie #;;;
AGAINST; clinton entitlement is the proverbial american hemorrhoid # t cot # # opinionated #;;;
AGAINST; norman hsu illegally donated 850 , 000 to hillary clinton , there is evidence he worked for china white house for sale;;;
NONE; k ry pti c kaos i would have to agree , but i would be surprised if he gets the nom jeb bush has the money , and he 's a moderate;;;
AGAINST; hillary clinton lied about the cost of the gala , she was fined for it , but if it were gop they 'd be in jail unfit for office;;;
FAVOR; fabulous hillary clinton ! you hit on every subject and i am proud of you ending on a note of kindness # hillary in nh #;;;
FAVOR; fabulous hillary clinton ! you hit on every subject and i am proud of you ending on a note of kindness # hillary in nh #;;;
NONE; # social media # is not for # sociopaths # # psychopaths # if you insult people you do n't know , you are the above resign # feel the bern #;;;
AGAINST; zeke j miller bret baie r dan me rica cnn how could anyone vote for that woman ?;;;
AGAINST; red hat geek hillary 's nose from lying is now bigger than bill 's cigars;;;
AGAINST; democrat guide reuters pussy # hl llar y # just raised 45 million !;;;
AGAINST; hopefully hillary clinton gets cancer and dies before she gets the opportunity to embarrass our country any further # july 4 th #;;;
AGAINST; joel 5 h wonderfull one bipartisan is m i hear the peter gunn theme she 's going to kick some serious gop ass;;;
AGAINST; at least the few mistakes made by gop candidates on the campaign are n't felonies like the ones hillary clinton makes # oh hill no #;;;
AGAINST; great comments by mitt romney about pathological liar # hillary clinton #;;;
AGAINST; i wish bernie 's fans would stop screaming # bernie 2016 #;;;
AGAINST; real donald trump is the only honest voice of the gop and that should scare the shit out of everyone !;;;
AGAINST; frodo fie d so ? that will never erase their support of doma silence on # lgbt # # Les bien Gay Bisexual Transgender and Queer # rights until it is politically a venta geo us;;;
AGAINST; rough country 451 vendetta jane fortunately bryan he does not have a saying on that # free all four #;;;
AGAINST; anthony weiner super out of touch and stupid please go away # nyc pride # # New York City #;;;
AGAINST; clan tro jj author carmine z ozz or a why not , they lie about everything else , even when confronted with the truth # free all four #;;;
AGAINST; over the river and through the woods , and up with hill we go ! yass # hillary clinton # # hillary #;;;
AGAINST; i am a big hillary clinton supporter my plan is working , poor donnie does n't even know # trump 2016 #;;;
AGAINST; greta what # bernie 2016 # has done is work for decades on behalf of the american people not the corpora to c racy who own corrupted;;;
AGAINST; trucks horses dog # common core # , another brilliant idea supported by a # bush # # no more bushes #;;;
AGAINST; do we breathe live or ignore collectively succumb to toxins of political , ecological , un want on o liga rds ? # p2 # # bernie 2016 #;;;
AGAINST; she 's not a woman , she 's a politician # why im not voting for hillary # # stop hillary clinton 2016 # # benghazi # # save the usa #;;;
AGAINST; hillary clinton i wish you were in benghazi instead of those great people , marijuana liar and power hungry animal;;;
AGAINST; yaa as , hillary ! tsar rhys wins best dressed here at the # merrimack # 4th of july parade ! # hillary for nh #;;;
AGAINST; the dukes of hazard has been on television for 36 years , yet you were n't offended until the # liberals # told you to be # united blue #;;;
AGAINST; hillary clinton the spatula seems appropriate , given that it can be used to easily flip positions if the heat gets to high;;;
AGAINST; why does the shit barometer always rise when republicans speak ? # usa # # july 4 #;;;
AGAINST; ba 68 scg al the guy with the # benghazi # sign has guts love it # no hillary 2016 #;;;
AGAINST; vendetta jane thanks for the follow , may god bless you and your family ! # free all four #;;;
AGAINST; myo tr adventure compassion the new frontier hillary will go where she 's never gone before she 'll need a village a committee;;;
AGAINST; since # Saturday Night Live # Artificial Intelligence n't that funny anymore please joe biden run for president if even just for the hilarious debates between you;;;
AGAINST; i support bernie on account usa needs a new direction but , if he loses in primary , i 'll support hillary clinton # sanders 2016 #;;;
AGAINST; hillary clinton your treatment of the press , amb stevens ' family , and the intelligence of the american people is enough to send you to jail;;;
AGAINST; hilly barry 's bloody benghazi bamboozle # hillary icecream flavors # # t cot # # wake up america #;;;
AGAINST; numbers munch er hillary clinton she 's the animal ! ! she 's also a sellout ! ! ! people that vote for her are sellouts ! ! # no hillary 2016 #;;;
AGAINST; red ste eze broke , as in dead broke elitist nauseating get behind the rope hateful arrogant z ideology someone else add z;;;
AGAINST; red ste eze maggie ny t by that time the guy with # benghazi # sign will be arrested;;;
AGAINST; a damp levy maggie ny t dan me rica cnn the people came to see hear hillary not the press obstructing their view;;;
AGAINST; political short she would have to have a conscious to be haunted j l connell 66 # kill ary # # marxism #;;;
AGAINST; the blaze heaven forbid anyone invade the space of the queen of lies;;;
AGAINST; t are k fatah annie karn i and abedin 's penumbra , the muslim brotherhood her connection is incontrovertible # hum a abed in #;;;
AGAINST; # leftest # # hippocratic # # dome crats # wo n't vote for # fine lady # # michell bachmann # but will vote for # email scandal # # benghazi # # kill ary #;;;
AGAINST; support # independent # # bernie sanders # because he 's not a liar # potus # # lib crib # # democrats # # t lot # # republicans # # wake up america #;;;
AGAINST; ba bbs girl 2 dr marty fox she is as bad or worse possibly than # obama # and she will continue to break laws as if she is invincible;;;
AGAINST; times was that awkwardness or awfulness ? i think the latter;;;
AGAINST; today 's number is 8 ! that 's how many years old jesus was when he learned to ride a bike ! pretty cool dude ! # us w nt # # proud mom #;;;
AGAINST; jessie jane duff results matter you may feel less safe , but that is your mental health issues no 9 11s on obama 's watch;;;
AGAINST; grateful for the chance to tell the world about my love of many flavors of ice cream ! # wake up america #;;;
AGAINST; if you cant dazzle them with brilliance , baffle them with bullshit # hillary clinton # # lib star ds are idiots #;;;
AGAINST; aka whit 1 its time to rope off kill ary fox news delete her off your ballot she is a clone of sodom insane ob ammad # wake up america #;;;
